بسم الله الرحمن الرحیم	لـلٔريلقيلم
الأب ابنته الصغيرة بمن لا يكافئها أو زوج ابنه الصغير امرأة ليست بكفء جاز	الأب ابنته المغنيرة بمن لا يكافشها أو زوج ا بنه الصغير امرأة يست بكف، جاز
عند أبی حنيفة استحسانا ولم يجز عندهما . واذا أقر الولى على الصغير أوالصغيرة	عند أبي حنيفة الستسانا ولم يجرز عندها . واذا أقر الول عل المسنبير أوالصغنيرة
بالنكاح لم يثبت النكاح باقراره ما لم يشهد به شاهدان عند أبي حنيفة وعندهما	بالنسكاح لم يبت النكاح باقراره ما لم يشهد به شاهدان عند أبي حنيعة وع دها
يثبت النكاح باقراره . وينبنى على هذا الخلاف فيما اذا أقر الولى عليهما ثم  أدركا	يبت الكاح باقراره . وينبفى على هذا لنلاف بم اذا أقر الولى عليباثم أدرا
فكذباه وأقام المدعى عليهما بعد البلوغ شاهدين باقرار الولى بالنكاح فیالصغر .	وقكنباه وأقام المدعى عليهما بعد البلوغ شاهدين باقر ار الولى بانكاح ف لصغر.
واذا كان للصغيرة وليان فزوج كل واحد منهما رجلا فانعلم أيهما أول جازنکاح	والذا كان "صنيرة وليان فزوج كل واحد هانهما رجلا فانعلم ابما أل جازنكا ره
الأول منهما . واذا تزوجالصغير امرأة فأجاز ذلك وليه جاز عنـدنا لأن الصبی	لأول منهما . واذانزوجالصنير امرأة فأجاز ذلك وليه جاز هن ـدنا لأن الصبي
العاقل من أهل العبارة عندنا وعلى هذا الصغيرة أیضاً لو زوجتنفسها فأجازالولى	الاقل من أعل العبلرة عندنا وعلى هذا الصفبرة أيضاً الو زوجت نفسها فأجازالولى
ذلك فانه يجوز . وذكر في البحر المحيط اذا كان للصـغير أبوان بأن ادعيا ولد	ذك فقانه جوز. وذكر في لبحر الحيط اذا كان لصغير أوان بٔن الدعيا ولد
جارية بينهما فانه ينفرد كل واحد منهما بالتزويج ولا خيار للصغير اذا  بلغ	جارية ينهما فانه ينفرد ححل واحد منهما باتزويج ولا خيالر لصنير اذا بل
وأن علوا الأخ لأب وأم ثمالأخ لأب ثمابن الأخ لأبوأم ثم ابنالأخ لأب	ؤن علوا لأن أب وامنم لأع لأب فمابی الأخ لأبوأمنم ابناغ انب
بخلاف التصرف في ماله فیما له  منه  بد فانه لاينفرد واحـد منهما بذلك على  قول	بغلإف التصرف في ماله فباله منه بد فانه لاينفرد واحـد ، نها بذلك على قول
أبی حنيفة ومحمد . وذكر في المنتقى قال محمد اذا كان للصغـيرة والد أو جـد لم	أبن حينة وعهد . وذكر فه المنقى قل محد اناكان لمصفبرة والدأو جـدلم
يزوجها القاضى . وان كان الأب فاسدا أو الجد ينبغى أن يزوجها من الكفء	يزوجبا القافى. وان كان الأب فلدا أو الجد يلبفى أن يزوجها من الكف
واذا كان للصـغيرة أب امتنع من تزويجهـا لاتنتقل الولاية إلى الجد بل يزوجها	رواذا كان اصنيرةأب انتنع ،من تروبيهمالاتنقل ا"ولابة ٕلى الباد بل يزوجا
ثم العم  لأب وأم ثم لأب ثم ابن العم لأب وأم ثم لأب . ومولی العتاقة تثبت	نم الم لأب وأم نم لأب نم ابن ألم لأب وأم نملأب . ول التاة تبت
له الولايةاذا لم يكن هناكأحد منالقرابة . وأما ذوو الأرحام كالأ خوالوالخالات	له الولايازالم يكي هنالكأحد من القرابة. وأما ذو الأرحام كلأنو الوانلالات
والعمات فعلى قول أبی حنيفة تثبت لهم ولاية التزويج عند عدمالعصبات . ومولى	والعملت فلى قول أبى حنيفة تبت لمم ولاية الزويج عند عدم لعصبات،. ومول
الموالاة لهولاية التزويجللصغير والصغيرة اذا لم يكنلهما قريب هذا عند أبیحنيفة	المالا لهولاية الزو يج لصنير والهفيرة اذالم يكنهما قريب هذا عند أبيحنيفة
وليسله ولاية عند محمد . ولا ولاية للأبالكافر والمملوك علىالصغيروالصغيرة	وليله ولاية عند معد. ولا ولاية لأب الكافر والمملوك على امصغيروالصغيرة
اذا كان حرا مسـلما لأناختلاف الدين يقطع التوارث فكذا يقطع الولاية . وأما	ا(ذا كان حرا مسلا لأن اخنلاف الد بن يقطع النتارث فكذا يقطاع الرلا ة. وأما
الكافر فيثبت له ولاية التزويج على ولده الكافر كما يثبت للمسلم . ولو زوج	الكافر فيبت له ولاية اتزو بج على ولده الكاور كما يثبت ل"مسلم : والو زوج
القاضى . وروى هشام فی نوادره عن أبی حنيفة أنه قال للوصىولاية التزويجقلت	القاضى . وروى هشام ف فوادره عن أبى حنيفة أنه قل "وهی ولاية النزويح لت
ولا يشترط على هذه الرواية عن أبی حنيفة أن يكون الأب قد نص فی الوصاية	ولا يشترط على هنه الرواية عن أبى حنيفة أن يكون الأب قد انص ف لوصاية
یفرق بینهما . وصورة التفريق أن يقول القاضی فسخت هذا العقد بين هـذه	يفرق ينها . وصورة التفريق أن يقول القاضى فخت هذا العقد بين هـذه
المدعية وبين هذا المدعى عليه بسبب خيار البلوغ بينهما . ولو قال حكمت بينهما	المدعية وبين هذا المدعى عليه ببب خيار لبلوغ ينها . ولوقل كت بنهما
أو فرقت بينهما يجوز ولكنالأ حوط أن يقول فسختهذا العقد بينهما لأنمحمداً	أو قرفت ينهما يجوز ولكرن لا ٔحوطأن يقول فسختهذا العقد ينها لأن هر]
ذكر فی الكتاب لفظ الفسخ	ذ كر ف الكتاب لفظ الفسيخ
غير الأب والجد اذا زوج الصغيرة فالاحتياط أن يعقد مرتين مرة بمهر	غير الأب والجد الذا زوج الصغيرة فالاحتياط أن يقد مرين مرة بعهر
